абажур|lampshade, shade
уничтожать|annihilate, extinguish, obliterate
уничтожающий|scathing
уничтожение|annihilation, ruination
унция|ounce
уныло|gloomily
унылый|bleak, dejected, despondent
уныние|dejection, gloom
упадок|decadence
упаковка|packaging, packing
упаковщик|packer
упаковывать|package
упиваться|glory, wallow
упившийся|paralytic
упитанный|tubby
уплата|settlement
уплачивать|repay
упоминание|reference
упоминать|mention
упорный|dogged, headstrong, intransigent, obstinate, persistent
упорство|intransigence, persistence
упорядоченный|orderly
упорядочить|marshal
употребление|usage
управление|agency, authority, government, management, navigation, operation, steering, stewardship
управленческий|managerial
управлять|administer, govern, manage, navigate, pilot, row, run
управляющий|manager
упражнение|exercise
упрекать|upbraid
упроченный|established
упрощать|simplify, streamline, trivialize
упрощение|simplification
упрощённый|streamlined
упругий|resilient, springy, taut
упругость|resilience
упряжка|team
упряжь|harness
упрямиться|refuse
упрямство|obstinacy
упрямый|cussed, obstinate, pig-headed
упускать|waste
ура|hurrah
уравнение|equation
уравновешенный|balanced, level-headed, steady
уравновешивать|balance, counterbalance, offset
ураган|hurricane
Урал|Ural Mountains
уран|uranium
Уран|Uranus
урбанизация|urbanization
урегулирование|settlement
урезать|pare
урезывать|pare
урна|litter bin, urn
уровень|level, pitch, rate, standard, subsidiarily
уродовать|disfigure, mutilate
уродство|ugliness
урок|lesson, period
уругваец|Uruguayan
Уругвай|Uruguay
усадка|shrinkage
усадьба|hall, homestead
усваивать|assimilate
усвоение|assimilation
усердный|assiduous, hard-working, studious, willing
усеянный|dot
усик|antenna, tendril
усиление|hardening, reinforcement
усиливать|amplify, heighten, Intensify, magnify, sharpen
усилие|effort, exertion
усилитель|amplifier, booster
ускакать|scamper
ускорение|acceleration
ускорять|expedite, hurry
ускоряться|quicken
уславливаться|arrange
условие|provision, proviso, stipulation
условия|facilities, recreational, term
условленный|agreed
условность|convention
условный|conditional
усложнять|complicate, upgrade
услуга|facility, service
услужливый|accommodating
усмирять|placate
усовершенствование|refinement
успех|advance
успехи|prodigy
успешно|successfully
успешный|successful
успокаивать|calm, quieten, soothe
успокаиваться|compose, relax
успокаивающий|restful
успокоительное|downer
успокоительный|soothing
устав|statute
уставать|tire
устало|wearily
усталость|tiredness
усталый|tired
устанавливать|ascertain, establish, fix, install, set, trace
установка|erection, fitting, installation
установление|determination, establishment
установленный|fixed, set, stated
установщик|fitter
устаревший|obsolete, outmoded, out-of-date
устарелость|obsolescence
устарелый|antiquated, dated, obsolete, outdated, out-of-date
устный|oral, verbal
устойчивость|stability
устойчивый|lingering
устраивать|arrange, hold, mount
устранение|elimination
устранять|obviate, remove
устрашающий|daunting, fearsome
устремления|aspirations
устрица|oyster
устройство|setup
уступать|cede, relent
уступка|climb-down
устыжённый|shamefaced
устье|estuary, mouth
усугубление|aggravation
усугублять|aggravate
усы|moustache, whiskers
усыновление|adoption
усыновлять|adopt
усыпанный|sprinkle, strewn, stud
усыплять|sleep
